"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"ResultCalc";"label"
"214";22730;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"Mn";"ICP_MET_OPT8300_W";"mg/L";"Mn";"mg/L";0,001097;"<0.005";0,005;TRUE;FALSE;FALSE;0,0025;"Mn (mg/L)"
"215";22731;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"S";"ICP_MET_OPT8300_W";"mg/L";"S";"mg/L";15,160016;"15.16";15,16;FALSE;FALSE;FALSE;15,16;"S (mg/L)"
"216";22732;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"Si";"ICP_MET_OPT8300_W";"mg/L";"Si";"mg/L";1,180512;"1.18";1,18;FALSE;FALSE;FALSE;1,18;"Si (mg/L)"
"217";22733;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";119,954;"120.0";120;FALSE;FALSE;FALSE;120;"chl_a (µg/l)"
"218";22734;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";15,4512;"15.5";15,5;FALSE;FALSE;FALSE;15,5;"faeo (µg/l)"
"219";22735;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,01585185185;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_105 (g/L)"
"220";22736;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,01585185185;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"221";22737;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";7,8675318777;"7.8675";7,8675;FALSE;FALSE;FALSE;7,8675;"T_kation (meq/L)"
"222";22738;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";7,2490904233;"7.2491";7,2491;FALSE;FALSE;FALSE;7,2491;"T_anion (meq/L)"
"223";22739;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";0,6184318777;"0.618";0,618;FALSE;FALSE;FALSE;0,618;"verschil_IC_abs (meq/L)"
"224";22740;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";4,0910718373;"4.1";4,1;FALSE;FALSE;FALSE;4,1;"verschil_IC_proc (%)"
"225";22741;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";816,9;"816.90";816,9;FALSE;FALSE;FALSE;816,9;"EGV_labo (µS/cm)"
"226";22742;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";760,70355726;"760.70";760,7;FALSE;FALSE;FALSE;760,7;"EGV_calc (µS/cm)"
"227";22743;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";56,2;"56.20";56,2;FALSE;FALSE;FALSE;56,2;"verschil_EGV_abs (µS/cm)"
"228";22744;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";6,8796670339;"6.88";6,88;FALSE;FALSE;FALSE;6,88;"verschil_EGV_proc (%)"
"229";22745;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";23,4;"23.4";23,4;FALSE;FALSE;FALSE;23,4;"T_veld (°C)"
"230";22746;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";9,46;"9.46";9,46;FALSE;FALSE;FALSE;9,46;"pH_veld (-)"
"231";22747;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";818;"818";818;FALSE;FALSE;FALSE;818;"EGV25_veld (µS/cm)"
"232";22748;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";11,11;"11.11";11,11;FALSE;FALSE;FALSE;11,11;"O2_veld (mg/L)"
"233";22749;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";0,3;"0.3";0,3;FALSE;FALSE;FALSE;0,3;"sal_veld (g/kg)"
"234";22750;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";129,9;"129.9";129,9;FALSE;FALSE;FALSE;129,9;"O2verz (%)"
"235";22751;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"SD.VELD";"VELDMETING_W";"M";"SD_veld";"m";0,6;"0.60";0,6;FALSE;FALSE;FALSE;0,6;"SD_veld (m)"
"236";22752;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001224";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-08-19;"WD.VELD";"VELDMETING_W";"M";"WD_veld";"m";10;"10.00";10;FALSE;FALSE;FALSE;10;"WD_veld (m)"
"237";22753;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";23,1;"23.1";23,1;FALSE;FALSE;FALSE;23,1;"T_veld (°C)"
"238";22754;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";9,47;"9.47";9,47;FALSE;FALSE;FALSE;9,47;"pH_veld (-)"
"239";22755;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";816;"816";816;FALSE;FALSE;FALSE;816;"EGV25_veld (µS/cm)"
"240";22756;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";10,29;"10.29";10,29;FALSE;FALSE;FALSE;10,29;"O2_veld (mg/L)"
"241";22757;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";0,3;"0.3";0,3;FALSE;FALSE;FALSE;0,3;"sal_veld (g/kg)"
"242";22758;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";120;"120.0";120;FALSE;FALSE;FALSE;120;"O2verz (%)"
"243";22759;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"SD.VELD";"VELDMETING_W";"M";"SD_veld";"m";0,6;"0.60";0,6;FALSE;FALSE;FALSE;0,6;"SD_veld (m)"
"244";22760;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001225";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-08-19;"WD.VELD";"VELDMETING_W";"M";"WD_veld";"m";10;"10.00";10;FALSE;FALSE;FALSE;10;"WD_veld (m)"
"245";24814;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001231";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-09-09;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";168,128;"168.1";168,1;FALSE;FALSE;FALSE;168,1;"chl_a (µg/l)"
"246";24815;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001231";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-09-09;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";17,1606;"17.2";17,2;FALSE;FALSE;FALSE;17,2;"faeo (µg/l)"
"247";24816;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001231";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-09-09;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,02622222222;"0.026";0,026;FALSE;FALSE;FALSE;0,026;"ZS_105 (g/L)"
"248";24817;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001231";"WVLDIK0133_R";"Jo Packet";"EMPTY";2024-09-09;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,005333333333;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"249";24818;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001232";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-09-09;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";221,26;"221.3";221,3;FALSE;FALSE;FALSE;221,3;"chl_a (µg/l)"
"250";24819;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001232";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-09-09;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";21,7856;"21.8";21,8;FALSE;FALSE;FALSE;21,8;"faeo (µg/l)"
"251";24820;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001232";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-09-09;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,024625;"0.025";0,025;FALSE;FALSE;FALSE;0,025;"ZS_105 (g/L)"
"252";24821;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"24-001232";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2024-09-09;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,002875;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"253";122923;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";7,85;"7.85";7,85;FALSE;FALSE;FALSE;7,85;"pH_labo (-)"
"254";122924;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";893;"893.00";893;FALSE;FALSE;FALSE;893;"EGV_tit (µS/cm)"
"255";122925;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";179,279;"179.28";179,28;FALSE;FALSE;FALSE;179,28;"HCO3_OEP (mg/L)"
"256";122926;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";0;"<1.20";1,2;TRUE;FALSE;FALSE;0,6;"CO3 (mg/L)"
"257";122927;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";0;"<0.36";0,36;TRUE;FALSE;FALSE;0,18;"OH (mg/L)"
"258";122928;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";162,9046;"162.90";162,9;FALSE;FALSE;FALSE;162,9;"Cl (mg/L)"
"259";122929;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";0;"<0.02";0,02;TRUE;FALSE;FALSE;0,01;"NO2 (mg/L)"
"260";122930;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";0,013;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"NO3 (mg/L)"
"261";122931;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";50,6889;"50.69";50,69;FALSE;FALSE;FALSE;50,69;"SO4 (mg/L)"
"262";122932;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";0,3085;"0.31";0,31;FALSE;FALSE;FALSE;0,31;"PO4 (mg/L)"
"263";122933;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";107,5667;"107.57";107,57;FALSE;FALSE;FALSE;107,57;"Na (mg/L)"
"264";122934;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";0;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"NH4 (mg/L)"
"265";122935;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";18,9843;"18.98";18,98;FALSE;FALSE;FALSE;18,98;"K (mg/L)"
"266";122936;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";22,5504;"22.55";22,55;FALSE;FALSE;FALSE;22,55;"Mg (mg/L)"
"267";122937;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";32,4022;"32.40";32,4;FALSE;FALSE;FALSE;32,4;"Ca (mg/L)"
"268";122938;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Al";"ICP_MINMET_HNO3_1";"mg/L";"Al";"mg/L";-0,004;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"Al (mg/L)"
"269";122939;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Fe";"ICP_MINMET_HNO3_1";"mg/L";"Fe";"mg/L";0,0025;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"Fe (mg/L)"
"270";122940;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Mn";"ICP_MINMET_HNO3_1";"mg/L";"Mn";"mg/L";0,0081;"<0.1";0,1;TRUE;FALSE;FALSE;0,05;"Mn (mg/L)"
"271";122941;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"S";"ICP_MINMET_HNO3_1";"mg/L";"S";"mg/L";15,245;"15.25";15,25;FALSE;FALSE;FALSE;15,25;"S (mg/L)"
"272";122942;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Si";"ICP_MINMET_HNO3_1";"mg/L";"Si";"mg/L";1,7361;"1.74";1,74;FALSE;FALSE;FALSE;1,74;"Si (mg/L)"
"273";122943;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";0,5702;"0.5702";0,5702;FALSE;FALSE;FALSE;0,5702;"TP (mg/L)"
"274";122944;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";69,708;"69.7";69,7;FALSE;FALSE;FALSE;69,7;"chl_a (µg/l)"
"275";122945;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";13,3792;"13.4";13,4;FALSE;FALSE;FALSE;13,4;"faeo (µg/l)"
"276";122946;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";0,01244444444;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_105 (g/L)"
"277";122947;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";0,01244444444;"<0.025";0,025;TRUE;FALSE;FALSE;0,0125;"ZS_550 (g/L)"
"278";122948;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";8,6380192954;"8.6380";8,638;FALSE;FALSE;FALSE;8,638;"T_kation (meq/L)"
"279";122949;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";8,59719674;"8.5972";8,5972;FALSE;FALSE;FALSE;8,5972;"T_anion (meq/L)"
"280";122950;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";0,0408192954;"0.041";0,041;FALSE;FALSE;FALSE;0,041;"verschil_IC_abs (meq/L)"
"281";122951;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";0,2368365753;"0.2";0,2;FALSE;FALSE;FALSE;0,2;"verschil_IC_proc (%)"
"282";122952;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";893;"893.00";893;FALSE;FALSE;FALSE;893;"EGV_labo (µS/cm)"
"283";122953;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";852,1539642;"852.15";852,15;FALSE;FALSE;FALSE;852,15;"EGV_calc (µS/cm)"
"284";122954;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";40,85;"40.85";40,85;FALSE;FALSE;FALSE;40,85;"verschil_EGV_abs (µS/cm)"
"285";122955;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008681";"WVLDIK0133_ZP";"Jo Packet";"EMPTY";2023-10-23;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";4,5744680851;"4.57";4,57;FALSE;FALSE;FALSE;4,57;"verschil_EGV_proc (%)"
"286";122956;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";7,86;"7.86";7,86;FALSE;FALSE;FALSE;7,86;"pH_labo (-)"
"287";122957;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";893,2;"893.20";893,2;FALSE;FALSE;FALSE;893,2;"EGV_tit (µS/cm)"
"288";122958;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";180,17366667;"180.17";180,17;FALSE;FALSE;FALSE;180,17;"HCO3_OEP (mg/L)"
"289";122959;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";0;"<1.20";1,2;TRUE;FALSE;FALSE;0,6;"CO3 (mg/L)"
"290";122960;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";0;"<0.36";0,36;TRUE;FALSE;FALSE;0,18;"OH (mg/L)"
"291";122961;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";161,782;"161.78";161,78;FALSE;FALSE;FALSE;161,78;"Cl (mg/L)"
"292";122962;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";0,0213;"0.02";0,02;FALSE;FALSE;FALSE;0,02;"NO2 (mg/L)"
"293";122963;"WVLDIK0133";"WVLDIK0133";NA;0;"-";"-";"-";NA;NA;"23-008682";"WVLDIK0133_R";"Jo Packet";"EMPTY";2023-10-23;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";0,2616;"0.26";0,26;FALSE;FALSE;FALSE;0,26;"NO3 (mg/L)"
